account,date,amount,category
Card ending 4254,44781,-19.24,Trade debtors
Card ending 4254,44782,-10.12,Goodwill
Card ending 3317,45103,-21.26,Income Tax paid/refund
Card ending 3317,45098,-21.26,Amenities
Card ending 3317,45092,-21.26,Trade creditors
Card ending 3317,45054,-21.26,Trade debtors
Card ending 3317,44970,-21.26,Bank transfers suspense
Card ending 3317,44908,-42.5,Car loan repayment
Card ending 4254,44802,-40.48,Goodwill
Card ending 4254,44781,-25.3,Licences and Permits
Card ending 4254,44760,-25.3,Motor Vehicle Expenses
Card ending 4254,44749,-15.18,Utilities
Card ending 3317,45096,-9.11,Income Tax Payable
Card ending 3317,45034,-45.56,Fine 
Card ending 3317,45033,-15.19,Less: Accumulated amortisation
Card ending 3317,44984,-15.19,Directors fees
Card ending 3317,44911,-19.24,Subscriptions
Card ending 3317,45002,-14.78,Motor Vehicle Expenses
Card ending 3317,44998,-14.78,Preliminary expenses
Card ending 3317,44998,-11.04,Cash on hand
Card ending 3317,44973,-7.49,Rent
Card ending 3317,44966,-7.49,Shares in other companies (Unlisted)
Card ending 3317,44959,-11.04,BAS payment suspense
Card ending 4254,44785,-9.11,Drawings
Card ending 3317,45030,-35.44,Sales
Card ending 4254,44823,-27.34,Computers 
Card ending 4254,44768,-27.34,Undistributed Income
Card ending 4254,44761,-20.25,Travel - international 
Card ending 3317,45103,-12.15,Management fees
Card ending 3317,45077,-21.26,Professional Development
Card ending 3317,45064,-21.26,Training
Card ending 3317,45054,-21.26,Advertising & promotion
Card ending 3317,45049,-21.26,Taxi
Card ending 3317,44977,-12.15,Rates & land taxes
Card ending 3317,44970,-12.15,PAYG income instalmet paid 
Card ending 3317,44967,-21.26,Fax
Card ending 3317,44966,-21.26,Repairs & maintenance
Card ending 3317,44956,-21.26,Repairs & maintenance
Card ending 4254,44781,-25.31,Shares in other companies (Unlisted)
Card ending 4254,44824,-22.28,Wages
Card ending 3317,45103,-39.0,Repairs & maintenance
Card ending 3317,45078,-9.0,Contract payments
Card ending 3317,45049,-40.0,Meals
Card ending 4254,44855,-490.36,GST paid/collected
Card ending 4254,44788,-102.67,Wate rates
Card ending 4254,44820,-25.0,Travel - international 
Card ending 4254,44818,-7.82,Sales
Card ending 4254,44810,-518.0,Telephone & Internet
Card ending 4254,44804,-818.0,Undistributed Income
Card ending 3317,44923,-8.05,Freight and Cartage
Card ending 4254,44837,-37.73,Materials & supplies
Card ending 4254,44893,-891.76,Director Loan
Card ending 3317,45036,-81.64,Shares in other companies (Unlisted)
Card ending 4254,44795,-256.53,Fine 
Card ending 4254,44791,-6.0,Electricity
Card ending 4254,44824,-739.1,Freight and Cartage
Card ending 4254,44789,-20.0,Telephone
Card ending 4254,44789,-5.0,Books
Card ending 4254,44788,-42.0,Postage
Card ending 4254,44788,-310.13,Accounting fee
Card ending 4254,44838,-12.0,Filing fees
Card ending 3317,45042,-7.57,Travel - domestic
Card ending 3317,45042,-2.52,Rent on land & buildings
Card ending 4254,44805,-724.89,Income tax on profit
Card ending 4254,44837,-70.18,Income Tax Payable
Card ending 3317,45040,-1020.38,Interest paid
Card ending 3317,45040,-30.0,PAYG income instalmet paid 
Card ending 3317,44984,-27.0,Wages
Card ending 3317,44971,-54.0,PAYG withheld payable
Card ending 3317,44957,-27.0,Goodwill
Card ending 4254,44790,-127.51,Laundry
Card ending 4254,44789,-220.75,Parking
Card ending 4254,44844,-35.35,Website related expense
Card ending 4254,44785,-1276.0,Tools
Card ending 3317,45016,-1179.3,Printing & stationery
Card ending 4254,44785,-11.99,Subscriptions
Card ending 3317,45016,-11.44,Contract payments
Card ending 3317,44916,-35.0,Freight and Cartage
Card ending 3317,44916,-22.5,Less: Accumulated depreciation
Card ending 3317,44917,-6.0,Filing fees
Card ending 3317,45051,-88.76,Taxi
Card ending 3317,45044,-10.62,Meals & Entertainment
Card ending 3317,44917,-569.4,Director Loan
Card ending 3317,44917,-512.7,Staff training
Card ending 4254,44886,-6.73,Drawings
Card ending 3317,44974,-99.0,Director Loans
Card ending 3317,45061,-22.43,Trade debtors
Card ending 4254,44879,-110.03,Rates & land taxes
Card ending 3317,45028,-9.43,GST payable control account
Card ending 3317,44998,-9.52,Sales
Card ending 3317,44970,-9.04,Shares in other companies (Listed)
Card ending 3317,44938,-9.14,Distribution from trusts
Card ending 3317,44907,-9.34,Deposit from Customer (Liability)
Card ending 4254,44879,-9.52,Distribution from trusts
Card ending 4254,44846,-10.0,Electricity
Card ending 4254,44816,-9.26,Internet
Card ending 4254,44785,-8.85,Sales
Card ending 4254,44754,-9.3,Stock purchases (GST)
Card ending 3317,45084,-22.39,GST paid/collected
Card ending 3317,45054,-22.39,Less: Accumulated amortisation
Card ending 3317,45027,-22.39,Meals
Card ending 3317,44992,-22.39,Freight and Cartage
Card ending 3317,44964,-20.99,Shares in other companies (Listed)
Card ending 3317,44935,-20.99,Transfer between accounts suspense
Card ending 3317,44909,-20.99,Conference/Seminar costs
Card ending 4254,44879,-20.99,Utilities
Card ending 4254,44841,-20.99,PAYG income instalmet paid 
Card ending 4254,44811,-20.99,Amortisation expense
Card ending 4254,44781,-20.99,Conference/Seminar costs
Card ending 4254,44749,-20.99,Bank Account 1
Card ending 3317,45044,-175.0,Fax
Card ending 4262,45044,-175.0,Bank fees & charges
Card ending 4918,45103,-8.92,Director's Loans
Card ending 4918,45089,-0.9,Consulting fees
Card ending 4918,45061,-0.67,Bank transfers suspense
Card ending 4918,45057,-0.89,GST payable control account
Card ending 4918,45051,-2.66,Parking 
Card ending 4918,45044,-0.32,Subscriptions
Card ending 4918,45028,-0.28,Deposit from Customer (Liability)
Card ending 4918,44998,-0.29,Meals & Entertainment
Card ending 4918,44970,-0.27,EFTPOS fees
Card ending 4918,44938,-0.27,Bank Account 1
Card ending 4918,44907,-0.28,Hire purhcase repayment
Card ending 4918,44889,-4.08,Rent on land & buildings
Card ending 4918,44889,-1.75,PAYG withheld payable
Card ending 4918,44889,-1.65,Depreciation
Card ending 4918,44889,-1.28,Bank transfers suspense
Card ending 4918,44889,-0.52,Telephone
Card ending 4918,44887,-0.44,Laundry
Card ending 4918,44887,-0.38,Repairs & maintenance
Card ending 4918,44886,-28.5,Fax
Card ending 4918,44886,-0.39,Contribution by settlor
Card ending 4918,44886,-0.2,M/V related expense
Card ending 4918,44879,-3.3,Superannuation payable
Card ending 4918,44879,-0.29,Transfer between accounts suspense
Card ending 4918,44846,-0.3,Transfer between accounts suspense
Card ending 4918,44816,-0.28,Public Transport
Card ending 4918,44785,-0.27,Drawings
Card ending 4918,44754,-0.28,Payroll tax paid 
Card ending 4918,45093,-1.2,Subscriptions
Card ending 4918,45084,-0.67,Clients gift
Card ending 4918,45063,-1.2,Meals and Entertainment
Card ending 4918,45054,-0.67,Tools
Card ending 4918,45054,-0.13,Chattle mortgage repayment
Card ending 4918,45036,-2.45,Books
Card ending 4918,45035,-1.44,Purchase (Stock) - GST
Card ending 4918,45033,-1.2,Goodwill
Card ending 4918,45027,-0.67,Amortisation expense
Card ending 4918,45006,-4.7,Staff amenities
Card ending 4918,45001,-1.2,Utilities
Card ending 4918,44992,-0.67,PAYG income instalmet paid 
Card ending 4918,44973,-1.2,Conference/Seminar costs
Card ending 4918,44965,-0.13,Training
Card ending 4918,44964,-0.63,Meals
Card ending 4918,44942,-1.2,Interest received
Card ending 4918,44938,-9.7,Rent on land & buildings
Card ending 4918,44935,-0.63,Car loan repayment
Card ending 4918,44911,-1.2,Penalty 
Card ending 4918,44909,-0.63,Fine 
Card ending 4918,44889,-0.21,Staff training
Card ending 4918,44879,-0.63,Staff amenities
Card ending 4918,44876,-1.2,BAS payment suspense
Card ending 4918,44845,-0.17,Interest paid
Card ending 4918,44845,-0.13,Printing & stationery
Card ending 4918,44841,-1.2,Shares in other companies (Unlisted)
Card ending 4918,44841,-0.63,Travel - domestic
Card ending 4918,44837,-2.11,PAYG withheld payable
Card ending 4918,44824,-22.17,Utilities
Card ending 4918,44816,-4.14,Postage
Card ending 4918,44811,-1.2,Accounting fee
Card ending 4918,44811,-0.63,Rent
Card ending 4918,44803,-5.85,Filing fees
Card ending 4918,44795,-1.47,PAYG income instalmet paid 
Card ending 4918,44781,-1.2,Entertainment
Card ending 4918,44781,-0.63,Staff amenities
Card ending 4918,44764,-23.7,Telephone
Card ending 4918,44749,-1.2,Office supplies
Card ending 4918,44749,-0.63,Issued & paid up capital
Card ending 4918,44887,3.31,Utilities
Card ending 4254,44886,-12.84,Distribution from trusts
Card ending 4254,44889,-135.9,Contribution by settlor
Card ending 4254,44827,-3169.5,Postage
Card ending 4254,44889,-58.45,Preliminary expenses
Card ending 4254,44889,-54.88,Fax
Card ending 4254,44889,-17.28,Transfer between accounts suspense
Card ending 4254,44886,-949.91,Trade debtors
Card ending 3317,45050,-120.3,Printing & stationery
Card ending 4254,44797,-6.0,Consulting fees
Card ending 4254,44837,-114.0,M/V related expense
Card ending 3317,45036,-2167.34,Bank Account 1
Card ending 3317,44967,-505.0,Entertainment
Card ending 3317,45051,-9.0,Laundry
Card ending 3317,44974,-9.0,Superannuation expense
Card ending 3317,44972,-18.0,Trade creditors
Card ending 3317,44972,-9.0,Undistributed Income
Card ending 3317,44972,-9.0,Bank fees & charges
Card ending 3317,44966,-18.0,Freight and Cartage
Card ending 4254,44883,-9.0,Travel - international 
Card ending 4254,44875,-9.0,Tools
Card ending 4254,44811,-9.0,Subscriptions
Card ending 4254,44802,-9.0,Contribution by settlor
Card ending 4254,44816,-616.19,Entertainment
Card ending 3317,45009,-2000.0,Legal fees
Card ending 3317,45054,-225.99,Shares in other companies (Listed)
Card ending 3317,44967,-859.76,Bank fees & charges
Card ending 3317,45089,-3126.71,Computers 
Card ending 3317,44943,-31.97,Meals & Entertainment
Card ending 4254,44798,-7.71,Chattle mortgage repayment
Card ending 3317,45104,-170.0,Wate rates
Card ending 3317,45072,-198.0,Commissions received
Card ending 3317,44985,-105.0,Interest paid
Card ending 3317,44957,-163.0,Public Transport
Card ending 4254,44760,-198.5,Training
Card ending 3317,45013,-786.01,Staff amenities
Card ending 3317,45022,-295.37,Meals and Entertainment
Card ending 3317,44923,-909.44,Interest received
Card ending 4254,44795,-53.0,Shares in other companies (Listed)
Card ending 4254,44791,-266.0,Motor Vehicle Expenses
Card ending 3317,44923,-26.0,Advertising & promotion
Card ending 3317,44949,-300.02,Rent on land & buildings
Card ending 4254,44895,-128.01,Meals
Card ending 4254,44865,-151.98,Director Loan
Card ending 3317,45091,-1734.84,Freight and Cartage
Card ending 4254,44774,34.74,Shares in other companies (Listed)
Card ending 3317,45006,-156.7,Telephone & Internet
Card ending 4254,44749,-254.0,Cash on hand
Card ending 3317,44979,-619.01,Shares in other companies (Listed)
Card ending 4254,44882,-56.98,Meals and Entertainment
Card ending 4254,44869,-139.28,Payroll tax paid 
Card ending 3317,45022,-77.73,Meals
Card ending 3317,45022,-9.94,Subscriptions
Card ending 3317,45012,-68.47,Shares in other companies (Unlisted)
Card ending 3317,45008,-72.44,Tolls
Card ending 3317,44980,-19.88,Purchase (Stock) - GST
Card ending 3317,44970,-145.01,Subscriptions
Card ending 3317,45029,-8.67,Meals
Card ending 3317,44953,-162.53,Merchant fees
Card ending 4254,44879,-153.03,Councl rates
Card ending 3317,44939,-179.99,Consulting fees
Card ending 3317,44970,-7.5,Cash on hand
Card ending 3317,45075,-275.34,Clients gift
Card ending 3317,45104,-21.9,GST payable control account
Card ending 4254,44799,-30.0,Internet
Card ending 4254,44760,-16.5,Superannuation expense
Card ending 4254,44753,-17.5,Motor Vehicle Expenses
Card ending 3317,44916,-17.0,Deposit from Customer (Liability)
Card ending 4254,44844,-8.5,Car loan repayment
Card ending 3317,44923,-38.7,Tools
Card ending 4254,44802,-70.5,Interest received
Card ending 3317,44932,-42.83,Subscriptions
Card ending 4254,44866,-17.67,Trade creditors
Card ending 3317,45035,-80.41,Professional Development
Card ending 3317,44910,-18.0,Low cost assets
Card ending 3317,44907,-13.49,Superannuation expense
Card ending 3317,44908,-5.45,Electricity
Card ending 4254,44748,-42.25,Commissions received
Card ending 4254,44746,-64.03,Repairs & maintenance
Card ending 4254,44757,-45.32,Laundry
Card ending 4254,44845,-133.0,Interest received
Card ending 4254,44813,-17.5,Bank fees & charges
Card ending 4254,44823,-159.7,Transfer between accounts suspense
Card ending 3317,44998,-1.8,Goodwill
Card ending 3317,44949,-95.81,Trade debtors
Card ending 4254,44893,-66.04,Less: Accumulated depreciation
Card ending 4254,44753,-103.22,SBE Pool
Card ending 4254,44796,-52.2,Travel - domestic
Card ending 4254,44804,-14.2,Commissions received
Card ending 4254,44762,-15.35,Consulting fees
Card ending 3317,45063,-47.32,Superannuation payable
Card ending 3317,45075,-20.0,Superannuation payable
Card ending 4254,44810,-122.1,Subscriptions
Card ending 4254,44754,-53.55,Lease Payments
Card ending 4254,44747,-61.5,Rates & land taxes
Card ending 4254,44743,-52.0,Bank Account 3
Card ending 3317,45042,-213.36,Director Loans
Card ending 4254,44816,-65.91,Printing & stationery
Card ending 4254,44746,-97.22,Education
Card ending 3317,44951,-132.87,Taxi
Card ending 4254,44837,-12.0,Meals
Card ending 3317,45061,-203.5,Rent on land & buildings
Card ending 3317,45030,-133.98,Goodwill
Card ending 4254,44862,-99.47,Transfer between accounts suspense
Card ending 3317,44998,-148.7,EFTPOS fees
Card ending 3317,44943,-100.8,Commissions received
Card ending 3317,44930,-129.45,PAYG income instalmet paid 
Card ending 4254,44902,-75.6,Issued & paid up capital
Card ending 4254,44853,-101.1,Interest received
Card ending 3317,44956,-37.15,Printing & stationery
Card ending 4254,44812,-42.3,Councl rates
Card ending 4254,44762,-52.6,PAYG income instalment payable 
Card ending 4254,44816,-26.8,Undistributed Income
Card ending 4918,45089,14723.0,Contract payments
Card ending 4918,45058,15657.92,Sales
Card ending 4918,45029,9614.61,Depreciation
Card ending 4918,44999,10051.89,Purchase (Stock) - GST
Card ending 4918,44967,9846.33,Printing & stationery
Card ending 4918,44908,17315.67,Rates & land taxes
Card ending 4918,44876,11682.93,Income Tax Payable
Card ending 4918,44846,16516.72,Accounting fee
Card ending 4918,44816,11262.12,Bank Account 1
Card ending 4918,44784,13969.32,Trade creditors
Card ending 4918,44754,17515.12,Accomodation
Card ending 4254,44900,1007.56,Less: Accumulated depreciation
Card ending 4254,44900,17000.0,Laundry
Card ending 4254,44824,10000.0,Bank transfers suspense
Card ending 4254,44887,5000.0,FBT contribution 
